ID,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15
9837,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9838,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9841,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9842,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9843,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9844,0.375,0,0,1.875,0,0,0.875,0,5.625,0,0,0,1,2.125,0
9847,0.125,0.25,0.75,0,0.5,0.25,0.375,0.625,0,0.25,0,0,0,0,0
9848,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9849,0,0,0,0,0,0.375,0,0,0,0.125,0.375,0,0,0,0
9850,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9851,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9853,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9854,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9855,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
9856,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0
9858,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9859,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9860,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9861,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9862,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9864,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9865,0,0,1.375,0,0,0.125,0,0,1.125,0.25,6.75,0.428571429,0,0,0
9866,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9868,0.625,0.625,1,0.75,1.125,0.625,2.625,1.375,0.375,0.75,0,1,0.375,1.875,0
9869,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9871,0,0,0.375,0,0,0,0,1.625,0,0.125,0,0.571428571,0.625,0.75,1
9872,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9874,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9875,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9877,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0
9878,4.375,10.625,4.625,9.75,7.75,10.625,4.75,4.875,2.625,5,5.5,6.857142857,5.875,8.625,5.125
9879,0.5,0.25,0,0,0.25,0,0,0.25,0.625,0.375,0,0.285714286,0,0.625,0.375
9880,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9881,1.25,0,0,0,0,0,0,0,0,1,0.375,0.285714286,0.5,0.125,0.25
9882,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9883,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9884,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9886,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9887,0.125,0,0.375,0.125,0,0.125,0,0,0,0,0,0,0,0,0
9888,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9889,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9891,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9892,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9894,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
9895,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9896,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9897,0,0.375,0,0,0,0.375,0,0,0,0,0,0,0,0,0
9898,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
9900,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9901,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9902,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9903,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9904,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9905,0.125,0,0,0,0,0.5,0,0.375,0,0.25,0,0,0,0.125,0
9907,0.125,0,0,0.375,0.125,0.375,0,0,0,0.125,0,0,0.25,0.5,0
9908,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9909,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9910,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9911,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9912,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9913,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0
9914,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9915,0,0,0,0,0,0,0,0.375,0.125,0.25,0,0,0,0,0
9917,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9919,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9920,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9921,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9922,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9923,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9924,1.25,0,2,0,1.25,0,0.375,0.25,0.125,0.5,0.625,0.857142857,0.375,0,0.25
9925,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9926,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9927,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9928,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9929,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9930,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9932,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9933,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9934,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9935,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9936,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9938,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9939,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9943,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9944,0,0,0,0,0,0,0.125,0,0,0.375,0,0.428571429,0,0.125,0
9945,0,0,0.125,0,0,0.125,0.25,0,0,0.375,0,0.142857143,0,0,0
9949,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9950,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9951,0.625,0.375,0.75,0.875,0.875,0,0.5,1,1.125,0.625,0.75,2.285714286,0.25,0.25,0.25
9952,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9953,0.25,0.25,0.875,1.5,0.375,0,0,0,0,0.25,0,0,0,2.875,1.625
9954,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9959,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9960,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9965,0.125,0.125,0,0.375,0.25,0.375,0,0.125,0.25,0.875,0,0.285714286,0,0.75,0.25
9968,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9969,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9970,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9971,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9972,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9974,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9975,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9976,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9979,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9980,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9981,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9985,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
9988,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9989,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9990,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9991,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0
9992,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
9993,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9996,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
9998,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
9999,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10001,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10002,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10003,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10004,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10005,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10007,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10008,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.125
10009,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10011,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10013,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10014,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.125,0
10016,0,0.375,0,0.625,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0
10017,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10018,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10020,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10021,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10023,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10024,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10025,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10027,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10028,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10029,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10030,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10031,0,0,0,0,0,0.375,0.5,0,0.125,0.25,0,0,0,0,0
10032,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10034,0,0,0.25,0,0,0,0,0,1.125,0.125,0,0,0,0,0
10036,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10037,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10038,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10039,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10041,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10042,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10043,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10044,0,0,0,0.125,0.25,0,0,0.25,0,0.25,0,0,0,0,0
10046,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10047,0,0,0,0,0,0,0,0.75,0,0.5,0.375,0,0.75,0,0
10048,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10049,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10050,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10051,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10052,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10053,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10054,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10056,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,1.25
10057,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10058,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10060,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10061,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10062,0,0,0,0.125,0.625,0,0,0.375,0.125,0.125,0,0,0.625,1.125,0
10063,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10064,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
10065,0,0,0.125,0,0,0,0,0.125,0,0.375,0,0,0,0,0
10066,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10067,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
10069,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10074,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10077,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10078,0,0,0.125,0,0,0,0,0.25,0,0,0.125,0,0,0,0
10079,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10080,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10082,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
10083,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10087,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10089,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10090,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10092,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10093,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
10095,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
10097,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10098,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10099,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10100,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10101,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10102,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10103,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10104,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10106,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10107,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10108,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10109,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10110,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10112,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
10113,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10116,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10118,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10119,0.375,0.875,0,0,0.5,0,0,0.5,0,0.125,0,0.285714286,0,0.625,0.125
10120,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10121,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10122,0.375,0,0,0,0.875,0,0,0.5,0.75,0.625,0,0,0,0,0
10123,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10126,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10127,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10128,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10129,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10130,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10132,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10133,0.875,0.625,0,0.25,0,1.125,0,0.25,0.5,0.125,0,0,0.5,1.375,0.625
10135,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10136,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10137,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10138,0.125,0,0,0,0.25,0,0,0,0,0.125,0,0,0,0,0
10139,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10140,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10142,0,0,0,0,1.125,0,0,0,0,0.125,0,0,0,0,0
10143,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10144,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10145,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10146,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10148,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10149,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0
10151,0,0.25,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10152,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
10155,0,0,1,0,0,0.625,0,0,0,0.625,0,0,0,0.125,0
10156,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10158,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10160,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10162,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10163,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10164,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10165,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10166,0.125,3,0,0,0.75,0,0,0,0,0.25,0.25,0,0.25,0,0
10167,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0
10168,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10169,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10170,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10171,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10172,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10173,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10174,0,0.25,1.375,0,0,0,0,0,0,0,0,0,0.125,2.25,0
10176,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10177,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10179,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10180,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0
10181,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10183,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10184,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10185,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10188,0.5,0,0,0,0.5,0.375,0,0,0.625,0,0,0.571428571,0.5,0,0
10189,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10191,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10192,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10193,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10194,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10196,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10197,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10199,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0
10200,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10201,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10202,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10208,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10209,0,0,0,0,0,0,0,0,0.5,0,0,0,0.375,0,0
10210,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10211,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10212,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10213,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10214,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10216,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10218,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10219,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10220,1.25,1,1.125,0.75,0.625,0,0.25,0.875,0.25,0.5,1.125,1,0,1.25,1.5
10221,0,0,0,0.375,0,0,0,0,0,0.125,0,0,0,0,0
10222,0.75,0,0,0,0,0.25,0.125,0,0,0.25,0,0,0.625,0.25,0
10223,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10224,0,0,0,0,0,0.75,0,0,0,0.125,0,0,0.125,0.125,0.125
10225,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10226,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10228,0.25,0,0.5,0,0.5,0,0.125,0.875,0,0.375,0.125,0.285714286,0.25,1.125,0
10230,0,0,0,0.625,0,0,0,0,0,0.625,0,0,0,0,0
10237,0,0,0,0,0,0,0,0,0,0.625,0,0,0.125,0.125,0
10238,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10239,0,0.125,0,0,0,0,0,0,0,0.5,0,0,0,0,0
10244,0,0,0,0.125,0,0,0.125,0,0,0,0,0,0.5,0,0.25
10245,0.25,0,0,0,0,0.375,0,0,0,0.25,0,0,0,0,0
10246,0.625,0,0,0,0.375,0,0,0,0,0.25,0,0,0,0,0
10247,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0
10248,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0.25
10249,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0
10250,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
10251,0.125,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0
10252,0.5,0.375,0,0.125,0,0.125,0.5,0,0,0.125,0.25,0.428571429,0.125,2,0
10253,0.625,0.25,0,0,0.25,0,0.125,0,0.375,0.875,0.125,0.428571429,0,0,0
10254,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0
10256,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0
10257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
10258,0,0,0,0,0,0,0,0.125,0.375,0.125,0.375,0,0,0,0
10259,0,0.125,0,0,0,0.625,0.25,0,0.625,0.125,0,0,0.125,0,0
10260,0.375,0,0,0,0.125,0,0.125,0,0,0.125,0,0,0,0,0
10261,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10262,0.25,0.125,0,0,0.125,0.125,0.125,0.125,0.625,0,0,0.428571429,0,0.25,0.125
10263,0,0.25,1.75,0.375,0,0,0.25,0,0,0.625,0.125,0,0,0,0
10264,0.625,0.375,0.75,0,0.25,0.5,1.75,0.625,0,1,0,0.142857143,0,1.125,0.375
10265,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0.125,0.25
10266,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0
10267,0,0.625,0,0,0.625,0.875,0,0.125,0.125,0.5,0.125,0.142857143,0.125,0,0.375
10268,0,1.75,0.625,0.25,0,0.5,1.5,0,3.125,0,1.375,0.857142857,0,2.125,0.75
10269,0.875,0.625,0,0,1,0.625,0,0,0,0.25,0,1.714285714,0.375,0.625,2.375
10270,0.875,0.25,0,0,0.375,0.125,0.25,1.75,0.125,0.375,0,0.714285714,0.875,0.125,0
10271,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10272,0,0,0,0,0,0,0,0,1,0,0.375,0,0.25,0,0
10273,0.125,0,0,0.625,0.875,0,0.125,0.5,0,0,0.5,0.571428571,0.25,1,0.25
10274,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0
10275,0,0,0,0,0,0,0,0,0,0.125,0,0,0.25,0,0
10276,0.125,2,2.25,1.375,1.375,1,1.125,0.125,0.375,0,1.25,0.714285714,1.625,2,1
10277,0,0.75,0,0.375,0,0,0.5,0,1.625,0.125,0,0,1.375,1.875,0
10278,0.125,0.125,0,0,0,0.125,0.375,0,1,0,0,0,0,0.125,0
10279,0,0,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0
10281,0,0,0,0,0,0,0,0.25,0,0,0,0.142857143,0,0,0
10282,0.25,0.125,0,0,0,0,0,0.125,0,0,0.125,0,0,0,0
10283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
10284,0.5,0,0,0,0,0.125,0,0,0,0.125,0.75,0,0,0,0
10285,0.625,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10286,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10287,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10288,0,0,0,0,0,0,0,0,0,0.125,0,0,0.25,0,0
10289,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10290,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0
10291,0.5,0,0.125,0,0.5,0.125,0.125,0.125,0,0.375,0,0.285714286,0.125,0.125,0
10293,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
10294,0.125,0,0,0.375,0.25,0.125,0,0,0.125,0.75,0.625,0,0.125,0,0
10295,0.125,0,0,0,0,0.5,0,0,0.375,0,0,0,0,0.125,0.125
10298,0,0,0,0,0,0,0.125,0,0,0.125,0.125,0,0,0,0
10300,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.625,0
10302,0,0,0,0,0,0,0.125,0,0,0.125,0,0,0,0,0
10305,0.125,0,0,0.375,0.5,0,0.125,0,0.25,0.25,0,0,0,0,0
10306,0,0,0,0.125,0,0,0.125,0,0.25,0,0,0,0,2,0
10307,0.875,0,0,0.125,0,0.375,0.375,0,0,0,0,0,0.25,0.125,0.25
10308,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10309,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0
10310,0,0,0,0,0,0.125,0,0,0,0.25,0,0.428571429,0.375,0,0.125
10311,0.5,0,0.125,0,0.25,0,0,0.125,0,0.25,0,0,0,0,0
10312,1.75,0.375,0.25,0.5,0.75,0.75,0.5,0.5,1.375,0.75,0.75,1.285714286,0.75,1.125,0.625
10315,0,0,0,0,0.125,0,0.125,0,0,0.125,0,0,0,0,0.125
10316,0.5,0,0.125,0,1.375,0,0,0.125,0.625,0.375,0,0,0,0.25,0
10317,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
10319,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0
10320,0,0.5,0,0.125,0,0,0.125,0.125,0,0.125,0,0,0,0,0.125
10321,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10322,0.25,0,0,0,0,0,0,0,0,0.125,0.125,0.285714286,0,0,0
10323,0.125,0.25,0,0,0,0,0,0,0,0.125,0,0.142857143,0.125,0.125,0
10325,0.625,0.25,0.125,1,1.25,1.125,1.375,2.25,1.625,1.75,1.875,1.428571429,2.375,1.5,1
10326,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0
10328,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
10329,0.375,0,0,0,0.125,0,0,0,1.125,0.125,0,0,0,0,0
10330,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0
10333,0,0,0,0,0,0,0,0.25,0,0.125,0,0,0,0,0
10334,0.375,0.625,0,0,0,0,0,0,0,0.125,0,0,0,0,0
10335,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.375,1
10336,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
10337,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
10339,0,0,0,0,0,0,0,0,0,0.125,0,0.714285714,0,0,0
10340,0.5,0.375,0.125,0,0,0,0,0.125,0.625,0.25,0,0,0.125,0,0
10341,0,0,0.125,0,0.125,0,0,0.25,0.625,0.125,0,0,0,0,0
